,roi_id,5HT1a,5HT1b,5HT2a,5HT4,5HT6,5HTT,A4B2,CB1,D1,D2,DAT,GABAa-bz,H3,M1,MU,NAT,NMDA,VAChT,mGluR5,vox_id,pls_x_score_0
6676,263.0,-0.23657395,0.6634234,0.004218415,0.122425266,0.41224518,0.20753534,0.8233938,0.039035574,0.22835651,-0.11869184,0.03138003,0.19536608,0.79683733,0.064172894,1.2970169,-0.36885753,1.1480156,0.7030266,0.61313987,6676,2.9978159380785665
6678,263.0,-0.32633352,0.4474474,0.87421197,0.9292011,0.25588486,0.33648103,0.26799223,-0.33421043,-0.022134764,-0.27185124,-0.35904476,1.2520275,0.5454511,-0.23327747,0.95794386,-0.42187846,0.9518021,0.08718827,0.026832094,6678,2.2950088631326135
6679,263.0,-0.20563123,0.33328444,1.3947119,1.3378465,0.21559294,0.3986673,0.34882635,-0.39965627,-0.041218597,-0.33473793,-0.53012997,1.4205023,0.53044313,-0.32747072,0.88406795,-0.5790918,0.6269363,-0.09752958,-0.19972487,6679,2.2038291426760903
6682,270.0,-0.53832924,0.15712042,-0.608727,-0.61723256,-0.19848637,-0.77688986,0.3731474,-0.40542242,-1.5654101,-0.36858636,-1.409927,-1.1691937,0.15987353,-0.14435448,0.21320513,-0.99176407,0.18996179,-0.5602722,-0.5598049,6682,-0.34722238499425523
6691,263.0,-0.25294033,0.6312963,0.5586683,0.6656602,0.3848133,0.40645933,0.6723939,-0.045261025,0.2697649,-0.16009472,-0.039783366,0.42373732,0.71005327,0.030563872,1.2209918,-0.29734796,0.8341866,0.42648497,0.3379146,6691,2.3153348724074574
6692,263.0,-0.3301693,0.4810167,0.8616297,0.9210914,0.32115906,0.34531528,0.30244458,-0.21479571,0.08768767,-0.2354368,-0.15773967,1.1542599,0.55078167,-0.18652914,1.0688167,-0.35053736,0.9752389,0.14043723,0.14265452,6692,2.3336570648349175
6693,263.0,-0.2948792,0.38297647,1.4064809,1.3708731,0.29723573,0.45891023,0.1426144,-0.30748186,-0.014813283,-0.29895288,-0.46189082,1.6039706,0.5809899,-0.34466696,0.92698383,-0.3900853,0.72718865,-0.08169221,-0.09610178,6693,1.740123412059804
6696,270.0,-0.2102343,0.36895505,-0.7961716,-0.7761828,-0.06945566,-0.7697213,0.42928222,-0.32036635,-1.1309212,-0.3237684,-1.1832756,-1.3435687,0.285696,-0.061528746,0.42550486,-0.5710792,0.588346,-0.47023556,-0.33894718,6696,-0.0459482782132804
6705,380.0,0.7170242,1.0162944,-0.23678084,-0.21157505,0.8323098,0.3903423,0.8780006,1.565327,0.91333634,0.20913887,0.36282715,-0.63884467,2.2368746,0.54711074,2.1249874,-0.2563111,0.20643836,0.56389487,1.8267809,6705,2.1570964926116623
6709,262.0,0.052650873,0.79709023,0.43292552,0.520681,0.5452775,0.37172765,0.6953965,0.21926874,0.4177551,-0.029999264,0.07281099,0.22645633,0.9130439,0.24960083,1.4938085,-0.26889578,1.2200375,0.67091036,0.868938,6709,2.007434043103861
6710,263.0,-0.079558864,0.7161428,0.27401024,0.3544921,0.473689,0.1992962,0.6926531,-0.0026986804,0.3045721,-0.11597924,-0.016874695,0.03338497,0.7583891,0.1623754,1.3042524,-0.21920523,1.2583698,0.41256693,0.46114874,6710,1.9899784835436718
6711,263.0,-0.19105503,0.43135178,0.83223724,0.91489846,0.4169162,0.3863379,0.48871154,-0.1690344,0.18586771,-0.22523752,-0.24352585,0.87343884,0.58269686,-0.03093498,1.1121135,-0.24235131,1.0744975,0.11953273,0.22268552,6711,1.6187380002681917
6712,263.0,-0.20077243,0.30196822,1.5187875,1.5496949,0.37302607,0.599788,0.30100057,-0.25080863,0.063202724,-0.2882877,-0.38390335,1.4956309,0.4823063,-0.25251326,1.0161206,-0.32936656,0.9350565,-0.08469772,0.07162038,6712,1.3946348240499502
6714,263.0,-0.0043756394,0.349051,0.6336381,0.5852815,0.2549382,-0.0028026402,0.3070185,-0.11895826,-0.18080713,-0.31491762,-0.8913098,0.09939129,0.6467427,-0.28430307,0.8044287,-0.46674186,0.30981073,-0.2686198,-0.2571763,6714,1.1182746832407582
6729,380.0,0.76279885,0.9012239,-0.8240371,-0.79930276,0.94203115,-0.07612753,0.74307513,1.2992755,0.9313402,0.14812784,0.31164786,-1.3556355,1.8448039,0.5101169,1.9881548,0.16210452,0.95793724,0.1465834,1.6195,6729,2.6399633295456915
6730,262.0,0.49275327,0.840196,0.36701605,0.38808867,0.84121764,0.4064986,0.9271657,1.0520003,0.78298986,0.105878055,0.2785031,0.12120113,1.4948388,0.39921886,1.8470292,0.22653146,1.0389344,0.29999754,1.2889267,6730,2.1669774058815823
6731,262.0,0.35721937,0.7695273,1.3692042,1.4287486,0.703303,0.8902684,0.8068489,0.7140335,0.5723467,0.032071345,0.19320437,1.3927034,1.0960869,0.36338526,1.7112414,-0.06548457,0.9692011,0.32980338,1.0857431,6731,1.3903066003011506
6732,262.0,0.14394459,0.649835,1.3115534,1.4122888,0.5755661,0.76493895,0.5846008,0.38765803,0.3807875,-0.019812847,0.13861306,1.3344722,0.80114555,0.284401,1.5476754,-0.314133,0.99097115,0.29654858,0.8965836,6732,1.5231446700057323
6733,263.0,-0.02099789,0.70266294,1.2148072,1.3245736,0.48125467,0.64000785,0.5329369,0.096268184,0.28884885,-0.06470804,-0.014437615,1.2265775,0.6887333,0.14974329,1.3450282,-0.35621297,0.9311955,0.1935618,0.5684567,6733,1.7153793138375926
6734,263.0,-0.07239846,0.578959,1.1400307,1.2309642,0.41671097,0.54615545,0.4482529,-0.11832551,0.24816044,-0.13991323,-0.1143591,1.1250168,0.64979273,-0.006227921,1.1729784,-0.23075354,1.1457558,0.047655612,0.26486552,6734,1.6066728953158373
6738,270.0,-0.0059101013,0.31878424,-0.8097367,-0.7871742,0.00597236,-0.67716074,0.33568487,-0.079517685,-0.53055865,-0.28153756,-1.0224265,-1.352303,0.6113342,-0.19693565,0.65711,-0.740049,0.52641237,-0.37412104,-0.34167686,6738,0.5852989089813833
6753,262.0,0.37205127,0.76991314,-0.7097976,-0.68269056,0.86172175,-0.23545954,0.8725131,0.8256647,0.51845574,0.04076971,0.14787391,-1.2149067,1.3188249,0.38042274,1.6515689,0.24434243,0.94784075,0.005416946,1.0989628,6753,1.2389355294918967
6754,262.0,0.21043327,0.5933525,0.5694221,0.63191694,0.7313556,0.37328547,0.8328767,0.5117792,0.3411794,-0.0038022958,0.03430459,0.37065065,0.9571286,0.36083543,1.5124896,-0.15989214,1.1004364,0.03022591,0.89085436,6754,0.7572591198558926
6761,270.0,-0.35957772,0.12403247,-0.8387144,-0.81850815,-0.74361676,-0.7755718,0.11579605,-0.39971918,-1.3140788,-0.35595995,-1.2700367,-1.3856845,0.06682101,-0.371912,0.32904625,-1.1382196,0.2598981,-0.5264778,-0.5741584,6761,-1.0438921551687885
6770,269.0,1.0144321,1.0067854,0.93323565,0.77987766,0.9849633,0.534098,0.73229456,1.181356,0.82067746,0.10416133,0.22927341,0.32735693,2.2312768,0.7254799,1.8301234,-0.25218332,1.1479567,0.02888924,1.60714,6770,1.6628847477008153
6772,269.0,0.5676809,0.8207672,0.4212643,0.35848227,0.8986342,0.14333603,0.6447376,0.83071715,0.5811085,0.028366955,0.11862864,-0.069405764,1.5201607,0.39122817,1.56746,-0.041370362,0.97268176,-0.116962455,1.2486204,6772,0.26108124922877857
6773,262.0,0.24444461,0.8190793,-0.86320925,-0.838695,0.83035374,-0.44320267,0.6471243,0.62625015,0.39951134,-0.008148801,0.06501228,-1.4062724,1.2532377,0.3406229,1.4644842,-0.11704399,1.1208378,-0.11754913,0.9078686,6773,-0.5062055733829833
6774,262.0,0.11070057,0.70779395,-0.7087214,-0.6786807,0.7335461,-0.4247725,0.6544682,0.36030528,0.28116715,-0.067856595,-0.0675665,-1.2176737,0.9659121,0.26356584,1.3154097,-0.31093115,1.0646402,-0.15149738,0.6141718,6774,-0.3812660632853321
6775,262.0,0.011990734,0.53212196,-0.045713663,0.005898429,0.65832037,-0.14266129,0.5865295,0.15742683,0.20639196,-0.14983073,-0.148966,-0.41069221,0.74692976,0.09487026,1.1795588,-0.28010562,1.0525222,-0.19547446,0.3833488,6775,-0.13024004778907472
6776,269.0,0.064670056,0.30067688,0.15931106,0.21784356,0.6373442,-0.09430435,0.426834,0.029689297,0.16762404,-0.20145118,-0.35660768,-0.15071735,0.7191072,-0.1011822,1.0464394,-0.14710283,0.94096005,-0.30656305,0.27299038,6776,-0.04998901440212612
6777,269.0,0.12041798,0.16241546,0.52478254,0.5840936,0.51737463,0.095445216,0.26562297,-0.031767625,0.13605754,-0.2338596,-0.48479977,0.3029263,0.8333661,-0.1727247,0.93599975,-0.2961257,0.7760321,-0.40152922,0.14793253,6777,0.3936141666116262
6778,270.0,0.21912797,0.29308408,0.5161191,0.57035875,0.34987843,0.07487941,0.09138521,-0.04439196,0.069804,-0.26321363,-0.78797626,0.25840375,0.83356375,-0.06155091,0.8386179,-0.6528995,0.5159363,-0.41945407,0.0076697073,6778,1.062870000631334
6779,270.0,0.10456304,0.42817956,-0.3348674,-0.30042377,0.062320285,-0.41114545,0.18247697,-0.08248414,-0.3082732,-0.29349056,-0.9498003,-0.78932524,0.5556559,0.05604665,0.7218683,-0.91614234,0.49026603,-0.38016596,-0.15102379,6779,0.503931232674006
6784,264.0,1.3228365,0.8935127,-0.70925236,-0.7031048,1.0026416,-0.0023415089,0.539959,1.7785763,1.3621081,0.070353076,0.28435218,-1.3636587,1.5765676,0.91867274,1.5426879,-0.43440193,0.9775757,-0.16875225,1.5707642,6784,2.7387647887748585
6787,261.0,1.2277071,0.82754934,0.63511574,0.46674207,1.119332,0.4086609,0.80987906,1.675729,1.2774907,0.071732,0.21416345,1.0026361,1.7239041,0.9231235,1.7227443,-0.14178501,1.071308,-0.037735067,1.7860733,6787,3.0243877199290155
6789,269.0,1.0307987,0.92453223,0.9894136,0.816772,1.0080067,0.43660808,0.8515896,1.3581786,0.85656476,0.050050437,0.1356885,0.6308376,1.7029777,0.79790324,1.6842641,-0.37985706,1.2743857,0.08290829,1.4179605,6789,1.720387677782027
6790,269.0,0.7551273,0.8853889,-0.34009427,-0.37144434,0.931098,-0.066914685,0.76900226,1.0636631,0.6906909,0.07252051,0.06452481,-0.9135139,1.654362,0.72056836,1.5932895,-0.49913663,1.085827,0.065402076,1.1766125,6790,0.9673689973423139
6791,269.0,0.60629547,0.81380224,0.5489097,0.4784067,0.855542,0.18464205,0.73244673,0.87595433,0.56718576,0.037978493,0.018707156,0.029989714,1.4557477,0.5539829,1.4628446,-0.5588407,1.1195604,-0.03392814,1.0502911,6791,0.1896423260216814
6793,269.0,0.2035286,0.8615562,0.09517913,0.056070175,0.7338322,-0.22472487,0.25275248,0.48641333,0.3720257,-0.07722468,-0.1611517,-0.42048335,1.0146756,0.26733878,1.2410719,-0.56644326,0.77917814,-0.22621675,0.6657466,6793,-1.5743335297406338
6794,269.0,0.18741809,0.66832095,-0.4932602,-0.49124643,0.6516419,-0.46064693,0.1197257,0.3168634,0.25296155,-0.13943258,-0.33126193,-1.017363,0.78824115,0.104578875,1.1271772,-0.46608132,0.99843735,-0.28644526,0.2990031,6794,-0.8356060616956815
6795,269.0,0.22884522,0.33948427,-0.8190612,-0.79736,0.58956057,-0.59144515,0.123306185,0.21672063,0.21887453,-0.20564821,-0.43118343,-1.3590648,0.6236843,-0.06422779,1.0566939,-0.34122553,0.72044307,-0.30623224,0.10966834,6795,-0.05032722867380665
6798,270.0,-0.09515792,0.0650956,-0.031782802,-0.064416766,-0.7139853,-0.52609766,0.1465166,-0.36974114,-1.0628674,-0.38056874,-1.2203199,-0.62268513,-0.018466761,-0.22508526,0.35873595,-1.4921793,0.20179981,-0.5266064,-0.34190384,6798,-1.2636475608160629
6803,264.0,0.96252024,0.7551575,-0.83144194,-0.8111844,0.9097948,-0.19418344,0.5935117,1.6174835,1.1917934,0.035434056,0.19661611,-1.4032923,1.1131494,0.7428545,1.3377609,-0.2847848,0.4813941,-0.21263565,1.3207245,6803,2.286465227576269
6804,264.0,1.0998445,0.7834449,-0.006118324,-0.08837498,0.9976192,0.04052484,0.6287904,1.635954,1.1844718,0.073379174,0.18589284,-1.0301543,1.2173442,0.7933649,1.4345031,-0.021842666,0.90439755,-0.17763083,1.3864217,6804,1.9053057205191468
6805,264.0,1.073505,0.74685645,1.0251113,0.8033569,1.0022902,0.34875596,0.69434655,1.5402004,1.0888124,0.020936776,0.15469797,-0.28458416,1.2513314,0.76584566,1.4582665,0.051111385,1.1424215,-0.15933418,1.4734987,6805,1.8868851247726846
6806,269.0,0.9351576,0.73453313,1.4111922,1.1278619,0.9675518,0.4306448,0.6976228,1.4242249,1.0452434,-0.01743523,0.13715063,0.79348505,1.2627391,0.7582003,1.4607097,0.011835568,0.8292342,-0.13007158,1.4403664,6806,2.307335044071106
6807,269.0,0.8932187,0.6877736,0.6779961,0.515146,0.9054555,0.22680372,0.68458766,1.2944642,0.87084764,0.0021064933,0.08012223,1.4098271,1.2567428,0.7165769,1.4429973,-0.098044455,0.12301159,-0.050151464,1.308871,6807,2.081108733178778
6808,269.0,0.61013126,0.7083845,0.6273586,0.4966367,0.77341145,0.15407959,0.55935115,0.97476774,0.62731797,-0.012260117,-0.04806956,0.015142389,1.1854061,0.5823047,1.336791,-0.47577554,0.98805785,0.012850399,0.85160285,6808,0.5999818890173307
6809,269.0,0.45618474,0.7001972,-0.3716486,-0.38115552,0.68427444,-0.1917087,0.64604276,0.7963642,0.5541029,-0.03703818,-0.10363583,-0.9271402,1.1178524,0.4490536,1.2357843,-0.52140486,1.0457736,-0.074643224,0.6121301,6809,-0.13158651536701793
6810,269.0,0.26950583,0.6720946,1.4778359,1.3458035,0.61861277,0.31093892,0.47799167,0.600384,0.4316781,-0.112678625,-0.22939055,0.868414,0.9725121,0.25728276,1.1402358,-0.50801617,0.9575019,-0.22851181,0.48011944,6810,-0.8271283691690382
6812,269.0,0.24521175,0.5490797,1.0877142,0.9755556,0.5068727,0.03927709,-0.040106975,0.3823245,0.15694189,-0.18916513,-0.49016142,0.53861487,0.5419483,-0.02746821,0.9522362,-0.37948713,0.892675,-0.30997548,0.2484743,6812,-0.8199585841098201
6813,269.0,0.3403414,0.26571226,0.14802434,0.092239626,0.4043259,-0.29035854,-0.113742694,0.37406933,0.12549546,-0.21506736,-0.59495705,-0.38559464,0.4074088,-0.104168594,0.88958293,-0.45071667,0.6454215,-0.30177775,0.015349597,6813,-0.3513820420337417
6815,269.0,0.39046353,0.12624913,-0.108826436,-0.1463634,-0.14288425,-0.38499397,-0.04369661,0.1041927,-0.44930205,-0.30554348,-0.95906144,-0.66950256,0.26397258,-0.12704794,0.632402,-1.1257241,0.51153433,-0.41274086,-0.1489894,6815,-0.6874038006357801
6816,269.0,-0.02713526,0.0965116,-0.6938202,-0.6802535,-0.87089884,-0.694011,-0.11398212,-0.33762285,-1.2104976,-0.40946192,-1.2178824,-1.2429806,-0.120312676,-0.31146848,0.23506035,-1.8195665,-0.18080126,-0.55170935,-0.30138168,6816,-2.328944339895955
6821,264.0,0.8983334,0.681015,-0.50959784,-0.5350342,0.8528726,-0.16777918,0.52897894,1.3891467,1.1100565,-0.004815287,-0.052456547,-1.2544295,0.70381266,0.5398911,1.1938901,-0.23940632,0.3591744,-0.279741,1.0745811,6821,1.3488687785657598
6824,269.0,0.73364645,0.5895809,1.4660091,1.1791183,0.64633626,0.3634008,0.39002067,1.0216049,0.67460775,-0.09244105,-0.16212635,1.307247,0.9496374,0.4011677,1.2219172,-0.14770386,0.34629473,-0.12371576,0.95343095,6824,0.8689388757479607
6826,269.0,0.4188491,0.59598,1.5069706,1.2800384,0.54020035,0.28920603,0.2684403,0.8054484,0.5423406,-0.10562464,-0.3361361,0.8441412,0.82587135,0.33714378,1.0661312,-0.2776022,0.77675045,-0.09115901,0.6080745,6826,0.03545887222622487
6827,269.0,0.30607435,0.5040072,-0.3947974,-0.42219532,0.4756275,-0.3312731,0.3596626,0.69279855,0.5107741,-0.13255402,-0.40778697,-1.0136564,0.85593224,0.29097942,1.042675,-0.2947707,0.88662845,-0.15192671,0.36450556,6827,-0.04522950500150349
6828,269.0,0.26592547,0.4593382,-0.5063309,-0.50546885,0.41625386,-0.41481602,0.24917616,0.5845959,0.43131799,-0.18672848,-0.56473714,-1.0753282,0.7968445,0.13433868,0.99556136,-0.38178116,0.7428571,-0.3003031,0.28015321,6828,-0.8489200303401235
6829,269.0,0.36642548,0.5434017,0.036352728,-0.017581837,0.36778057,-0.26762414,0.18170051,0.5108368,0.2676045,-0.22431585,-0.65052336,-0.5732568,0.63357866,-0.0075216466,0.8906641,-0.4930233,0.74616504,-0.33455396,0.2703207,6829,-1.036300701470716
6830,269.0,0.43010065,0.5241101,-0.028893143,-0.07674634,0.25692266,-0.30152172,0.16503839,0.49370795,0.055881243,-0.22640115,-0.836231,-0.60775083,0.41310996,-0.060720813,0.79254305,-0.5762638,0.6898162,-0.3113948,0.17923029,6830,-1.1064511850489185
6837,272.0,0.58302426,0.49061102,-0.46418992,-0.5021418,0.54224133,-0.22168064,0.3305897,1.1411388,1.0082757,-0.09185895,-0.20794399,-1.2784358,0.44772026,0.36351565,0.99469876,-0.6382964,0.6042484,-0.32176504,0.76397824,6837,1.4391801482837825
6841,269.0,0.552593,0.44383368,1.3985761,1.1456538,0.3827829,0.2516797,0.05557366,0.8402654,0.3797074,-0.14770003,-0.37318006,1.1171705,0.6753572,0.16721837,0.93929064,-0.30815375,0.9706332,-0.13444333,0.545622,6841,0.31554836273684667
6843,269.0,0.45132613,0.49111062,0.7099049,0.5361951,0.27577657,-0.012859017,0.13289878,0.73287946,0.29545024,-0.18075603,-0.58082205,0.0013760638,0.6644252,0.2240361,0.8478861,-0.46636897,0.6943287,-0.19707751,0.29454216,6843,0.6396493347782732
6845,269.0,0.4904518,0.35819468,-0.10867872,-0.20688662,0.027740816,-0.31920734,0.077247806,0.6166647,0.0071512717,-0.26546842,-0.8298947,-0.8100642,0.54478765,0.0033739943,0.63104475,-0.96290004,0.5696896,-0.37738082,0.08991703,6845,-1.4334620494989143
6846,269.0,0.48789462,0.30647898,-0.6831937,-0.6891143,-0.27238593,-0.48838463,0.03031404,0.46909872,-0.43237862,-0.29182568,-1.0058541,-1.2684526,0.22999115,-0.047674034,0.37852883,-1.0657699,0.27502254,-0.409937,-0.062772654,6846,-1.9582272067226887
6847,269.0,0.280502,0.06335822,0.4074609,0.30874658,-0.751331,-0.23186186,-0.10525327,0.17403536,-1.1210793,-0.35884893,-1.0974894,-0.26894605,-0.25396863,-0.16991355,0.031507235,-1.4024222,-0.56935227,-0.50297207,-0.30242732,6847,-3.673849303252759
6850,272.0,0.53136784,0.34480453,-0.66945755,-0.67687887,0.1317743,-0.2938822,0.18064722,1.0072825,0.7357001,-0.16005036,-0.56668675,-1.3582982,0.23825046,0.25100794,0.8366578,-0.85891104,0.47475037,-0.32686138,0.45132157,6850,1.7022545909361584
6853,269.0,0.5896732,0.27854925,1.3475833,1.0576943,0.123468444,0.21024103,0.18572077,0.8720988,0.24744023,-0.19401515,-0.7236366,1.1300099,0.6042554,0.24978845,0.68788755,-0.60141623,0.4205606,-0.15664864,0.34291264,6853,-0.08382974261503404
6854,269.0,0.5909518,0.2723861,0.9249997,0.70251083,0.028028972,0.08770819,0.14381814,0.8358057,0.11265279,-0.22715107,-0.84792924,1.1286408,0.49499196,0.21312757,0.6137039,-0.78387487,0.30224076,-0.22957583,0.23141605,6854,-0.8190985957131046
6855,269.0,0.5561733,0.21231127,1.2775002,0.98716587,-0.105661266,0.16214861,0.19860205,0.79209703,-0.11551383,-0.2532187,-0.9220175,0.9187151,0.43223882,0.17650175,0.47432697,-1.0375957,0.1424969,-0.3096875,0.12672845,6855,-0.37066296562868517
6857,269.0,0.3244866,0.014187902,1.4853058,1.1145352,-0.771534,0.10109772,-0.00924759,0.38406265,-0.8635067,-0.37720442,-1.1574423,0.4317482,0.16284403,-0.17855728,-0.06110059,-1.4020144,-0.6674398,-0.55623144,-0.29545793,6857,-3.0843592039683023
6878,204.0,-0.88330215,2.270654,-0.8514006,-0.8352101,1.2364637,0.2849117,-0.8556623,-1.8583426,0.46288428,-0.6501823,0.019682111,-1.4092768,0.0859099,1.0169758,-2.3024678,0.050043527,0.35882807,-0.33122912,-0.41517782,6878,2.8907717635770034
6879,204.0,-0.72730994,1.6002849,-0.5799334,-0.68054765,1.0906935,0.2643537,-0.8655932,-1.8270134,0.3533021,-0.60054874,-0.026623012,-1.2732515,-0.08106491,0.8697096,-2.275134,-0.08412939,0.40550712,-0.3770282,-0.36117887,6879,1.5459318218161333
6880,204.0,-0.5598103,1.0005423,0.3118461,-0.18641117,0.90141475,0.44704634,-0.8598438,-1.766678,0.21995483,-0.53254145,-0.15189056,-0.54459536,-0.421283,0.7147734,-2.2398133,-0.20045659,0.18071148,-0.40015233,-0.23745175,6880,-0.4361051807160116
6890,201.0,-0.9482564,2.6148381,-0.8235403,-0.8187242,1.4563911,0.3430413,-0.6483921,-1.9050702,0.51449484,-0.65762097,0.18004403,-1.398773,0.02182807,1.1719357,-2.2993646,-0.005159542,0.5375604,-0.35702682,-0.27910784,6890,4.082629749816089
6891,204.0,-0.81809235,1.9662274,-0.30504286,-0.51841474,1.3483179,0.4520095,-0.7516468,-1.8802274,0.4595236,-0.6258005,0.14738673,-1.1228018,-0.054686517,1.0017892,-2.2720447,-0.14400136,0.5438669,-0.3819168,-0.27973887,6891,2.4485695313574154
6892,204.0,-0.6393407,1.228672,0.7343027,0.06501888,1.1786404,0.7313087,-0.788855,-1.8349569,0.3866689,-0.563858,0.047952417,-0.115959205,-0.2948164,0.80915916,-2.2352564,-0.26854157,0.45598602,-0.382782,-0.27585173,6892,1.0323561684608495
6893,205.0,-0.50482935,0.8314177,1.3422413,0.37689185,0.96590525,0.8343575,-0.8795112,-1.7493434,0.27936685,-0.50480044,-0.016874695,1.2517695,-0.5813376,0.66177964,-2.187507,-0.2626007,0.40441906,-0.39361298,-0.32008287,6893,-0.3997451314425354
6900,201.0,-0.9063175,2.0959504,-0.30558822,-0.5129884,1.4567513,0.51149,-0.46004516,-1.8759593,0.5757074,-0.6155101,0.20197774,-1.0997288,-0.0815424,1.0951183,-2.2692945,-0.18898411,0.50950193,-0.3514854,-0.28572252,6900,3.774160705849537
6903,205.0,-0.57592076,0.6083597,1.3959886,0.39786503,0.8153656,0.9210334,-0.9036211,-1.6984553,0.15694189,-0.49682638,-0.07877725,2.0541747,-0.7065976,0.57915336,-2.1185012,-0.073492944,0.5692791,-0.378369,-0.33114466,6903,-0.4231279244544412
6912,201.0,-0.91629076,2.178272,-0.5281165,-0.6424358,1.4393868,0.47384265,-0.36972404,-1.8348454,0.6881704,-0.6039734,0.26144323,-1.226219,-0.088424936,1.2160383,-2.2637868,0.058467314,0.70414907,-0.38858554,-0.26971173,6912,4.814732547184998
6913,201.0,-0.78433675,1.5229926,0.90108997,0.19082732,1.2781367,0.8904352,-0.6027851,-1.7953153,0.5107741,-0.57399416,0.20538978,-0.1468222,-0.23218143,1.0388876,-2.2250886,0.054625593,0.6658485,-0.31327322,-0.13624288,6913,3.748800693904989
6920,201.0,-0.7868939,1.7110014,-0.062096223,-0.36347786,1.2160795,0.5959584,-0.7654418,-1.7222079,0.63463956,-0.577883,0.23317291,-0.8697725,-0.25798172,1.1695796,-2.1987045,0.45259172,0.7870986,-0.26586798,-0.17569532,6920,5.056307469053259
6921,201.0,-0.73191315,1.1738809,1.0738412,0.28477412,1.0217838,0.98471546,-0.9903916,-1.6495494,0.48664913,-0.5573225,0.20392765,0.17566943,-0.39817476,0.95790714,-2.129355,0.3509926,0.6307853,-0.21967573,-0.054033626,6921,4.120032424880261
6922,204.0,-0.57055056,0.6027436,1.2848217,0.3940031,0.8274106,0.96326244,-1.0371873,-1.5455844,0.3895493,-0.5096001,0.12447776,1.1419276,-0.5525807,0.7797076,-2.027472,0.29622677,0.6191336,-0.26298037,-0.019843241,6922,3.0047720144188754
6923,204.0,-0.38336003,0.31895998,1.2759101,0.37266773,0.7125491,0.87149227,-1.0249213,-1.4108849,0.2697649,-0.4314491,0.07671051,1.8226705,-0.58787423,0.6965262,-1.8435991,0.34973276,0.6631235,-0.26792905,-0.16793907,6923,3.005994106032652
6930,201.0,-0.59126425,1.3005562,-0.22907676,-0.4681024,0.998466,0.5213176,-0.7283483,-1.4325647,0.520376,-0.5153241,0.26339313,-0.928269,-0.29761982,1.0818558,-2.0121226,0.3709693,0.7628118,-0.22227637,0.004143069,6930,5.56624172360399
6931,204.0,-0.49025315,0.66304976,0.6997635,0.077595174,0.8863344,0.7706328,-0.709474,-1.2632521,0.47416678,-0.4725114,0.21465093,0.010656367,-0.40967724,0.94478744,-1.8251426,0.3282466,0.70019567,-0.27400842,0.051618725,6931,4.632613899355467
6932,204.0,-0.25626466,0.5381553,1.3818887,0.47840998,0.823247,0.9502061,-0.5742426,-1.1089128,0.32845694,-0.40137094,0.18296827,1.0524696,-0.43740678,0.89370847,-1.5938145,0.40179676,0.53868085,-0.2843112,-0.008596499,6932,4.8915767173664015
6933,204.0,-0.07444436,0.33253112,1.32099,0.43472022,0.82994586,0.830047,-0.4632873,-0.9892427,0.2697649,-0.3555116,0.09328289,1.6430402,-0.34577283,0.82265824,-1.3773236,0.4033944,0.50299627,-0.28163132,0.1698169,6933,5.5973279963804785
6934,204.0,-0.028158128,0.15415046,1.5477272,0.5730454,0.8629338,0.8922474,-0.43277708,-0.87279063,0.17494553,-0.36417076,0.039179053,1.794858,-0.21591975,0.72818124,-1.1653873,0.2644301,0.034057796,-0.25057837,0.3656359,6934,6.274171760106341
6941,204.0,-0.45036,1.1444054,-0.83452773,-0.824762,0.9535782,0.29254168,-0.54663783,-1.1189976,0.5969517,-0.4693892,0.28776422,-1.3880476,-0.12452206,1.0975584,-1.7390884,0.28298873,0.7532079,-0.29955563,0.19578774,6941,6.38726983689187
6942,204.0,-0.14170003,0.7284486,-0.20946485,-0.44452184,0.9648259,0.44001696,-0.49954942,-0.8941828,0.5357392,-0.4226823,0.25413197,-0.874106,-0.15034121,1.0688732,-1.4691896,0.41780695,0.71760106,-0.32852384,0.32016405,6942,5.833895817165783
6943,204.0,0.06722722,0.54278105,1.0326452,0.30964226,0.97177553,0.8375881,-0.29425028,-0.72890675,0.55698353,-0.35750365,0.22829875,0.31798875,-0.16114698,1.0499152,-1.1882017,0.62496775,0.39635563,-0.27162758,0.4350841,6943,6.030386038212093
6949,215.0,0.0032958738,0.1882374,1.4198986,0.67750937,0.9591878,0.66206294,0.22244844,-0.4239444,-0.11371342,-0.26924372,-0.33516115,2.1988904,0.04602114,0.40788373,-0.45136136,0.32263106,0.6595756,-0.17919207,0.3569092,6949,6.806161807949025
6950,215.0,-0.028669562,0.0874725,1.5205446,0.81120265,0.8301952,0.66143763,0.13107154,-0.45092836,-0.2411795,-0.2749251,-0.573998,1.8693231,-0.061344452,0.41006142,-0.4586982,0.30775213,0.31049886,-0.2244478,0.18507425,6950,5.666618375978349
6951,229.0,-0.07367721,-0.09157937,1.2868788,0.7192242,0.61894304,0.4000367,-0.09689103,-0.4967945,-0.5071539,-0.28623757,-0.7085264,1.2097433,-0.16809645,0.4049994,-0.51821256,0.29261798,0.092356406,-0.23456769,0.06736789,6951,3.6580151855405143
6957,204.0,0.23242559,0.682009,-0.75633997,-0.7734754,0.9933525,0.18614045,-0.38284475,-0.55342674,0.7283787,-0.37515286,0.32139617,-1.32552,0.03666401,1.021846,-0.9419439,0.45493755,0.4280302,-0.27664953,0.6606288,6957,7.155297505049406
